file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_215700.wav,751,2015,3a,2015-02-17 21:57:00,0.0,11.992930416051214,35.0,41.15491554768448,280.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150320_211900.wav,2271,2015,9a,2015-03-20 21:19:00,0.0,9.19687143484468,299.0,41.14238564473756,158.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150322_192000.wav,2330,2015,9a,2015-03-22 19:20:00,0.0,8.76887986277491,168.0,41.121704783841594,104.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150411_003300.wav,2044,2015,6a,2015-04-11 00:33:00,0.0,10.229260416290357,90.0,41.09820991401653,188.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150508_205200.wav,923,2015,3a,2015-05-08 20:52:00,0.0,8.090371816006552,71.5,41.09333616634992,208.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150512_225400.wav,5026,2015,1a,2015-05-12 22:54:00,0.0,6.946787555409737,287.5,41.092761999240984,161.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150307_221000.wav,61,2015,8a,2015-03-07 22:10:00,0.0,12.024323881511508,173.5,41.0925760153264,125.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150402_222800.wav,2735,2015,10a,2015-04-02 22:28:00,0.0,25.273279914099714,18.5,41.04640420538279,55.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150412_003400.wav,241,2015,8a,2015-04-12 00:34:00,0.0,7.334450539663388,13.5,41.04148109719689,248.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150226_190400.wav,64,2015,8a,2015-02-26 19:04:00,0.0,11.223503788094911,170.5,41.035944699339105,1.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150305_200900.wav,4984,2015,1a,2015-03-05 20:09:00,0.0,14.94843901444616,190.5,41.0331291414,198.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150320_221900.wav,2005,2015,6a,2015-03-20 22:19:00,0.0,6.739976247661513,274.5,41.03173532657023,274.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150226_000300.wav,5017,2015,1a,2015-02-26 00:03:00,0.0,14.160528734440037,43.0,41.01948889027662,269.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150204_224600.wav,1166,2015,4a,2015-02-04 22:46:00,0.0,12.050311122704077,247.5,40.997202440785934,59.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150319_191900.wav,1313,2015,4a,2015-03-19 19:19:00,0.0,8.397289519404564,93.5,40.99414982059547,56.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150322_222000.wav,2077,2015,6a,2015-03-22 22:20:00,0.0,3.4644228918429274,225.0,40.98691864955137,64.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_221600.wav,4654,2015,5a,2015-03-15 22:16:00,0.0,8.173307281053992,24.5,40.983607238891445,274.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150225_220300.wav,2187,2015,9a,2015-02-25 22:03:00,0.0,12.755886877046743,289.0,40.96042954179196,135.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150416_203700.wav,1529,2015,2a,2015-04-16 20:37:00,0.0,12.298303030655983,55.0,40.96024861068975,112.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_000900.wav,714,2015,3a,2015-03-06 00:09:00,0.0,14.358828435930885,26.0,40.95922226235313,147.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150418_233800.wav,4919,2015,5a,2015-04-18 23:38:00,0.0,2.2061265267934522,289.5,40.95760746410492,209.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150510_005200.wav,1562,2015,2a,2015-05-10 00:52:00,0.0,10.497164307529506,219.5,40.955017028161905,256.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150417_223700.wav,149,2015,8a,2015-04-17 22:37:00,0.0,14.801330772142135,180.5,40.94808005598369,268.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150226_220400.wav,1613,2015,2a,2015-02-26 22:04:00,0.0,6.70835814963393,80.0,40.93698897400657,204.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150403_002800.wav,5228,2015,1a,2015-04-03 00:28:00,0.0,5.76863844817427,166.0,40.9343832918069,199.5
